Name,League,Team,Stat,Versus,Prizepicks,Odds Type
Alejandro Kirk,MLB,TOR,Hits,BAL,0.5,goblin
Ryan Mountcastle,MLB,BAL,Singles,TOR,1.5,demon
Vladimir Guerrero Jr.,MLB,TOR,RBIs,BAL,1.5,demon
Jackson Holliday,MLB,BAL,Singles,TOR,0.5,demon
Alejandro Kirk,MLB,TOR,Total Bases,BAL,0.5,goblin
Jackson Holliday,MLB,BAL,Hits+Runs+RBIs,TOR,0.5,goblin
Tyler O'Neill,MLB,BAL,Hits+Runs+RBIs,TOR,0.5,goblin
Vladimir Guerrero Jr.,MLB,TOR,Hits,BAL,2.5,demon
Vladimir Guerrero Jr.,MLB,TOR,Total Bases,BAL,3.5,demon
Andrés Giménez,MLB,TOR,RBIs,BAL,0.5,demon
Colton Cowser,MLB,BAL,Hits+Runs+RBIs,TOR,2.5,demon
Dean Kremer,MLB,BAL,Walks Allowed,TOR,1.5,standard
Ryan O'Hearn,MLB,BAL,RBIs,TOR,0.5,demon
Ernie Clement,MLB,TOR,Total Bases,BAL,1.5,demon
Bo Bichette,MLB,TOR,Hits,BAL,1.5,demon
Ryan Mountcastle,MLB,BAL,Total Bases,TOR,2.5,demon
Ryan Mountcastle,MLB,BAL,Hits,TOR,0.5,goblin
Ryan O'Hearn,MLB,BAL,RBIs,TOR,1.5,demon
Ramón Urías,MLB,BAL,Doubles,TOR,0.5,demon
George Springer,MLB,TOR,Hits,BAL,1.5,demon
Ryan Mountcastle,MLB,BAL,Hits,TOR,1.5,demon
Jordan Westburg,MLB,BAL,Walks,TOR,0.5,demon
Jordan Westburg,MLB,BAL,RBIs,TOR,1.5,demon
Will Wagner,MLB,TOR,Hits+Runs+RBIs,BAL,0.5,goblin
Tyler O'Neill,MLB,BAL,Total Bases,TOR,2.5,demon
Ryan O'Hearn,MLB,BAL,Walks,TOR,0.5,demon
Ryan O'Hearn,MLB,BAL,Total Bases,TOR,1.5,demon
Jackson Holliday,MLB,BAL,Total Bases,TOR,2.5,demon
Alejandro Kirk,MLB,TOR,Total Bases,BAL,2.5,demon
Tyler O'Neill,MLB,BAL,Doubles,TOR,0.5,demon
Vladimir Guerrero Jr.,MLB,TOR,Total Bases,BAL,4.5,demon
George Springer,MLB,TOR,Runs,BAL,0.5,demon
Vladimir Guerrero Jr.,MLB,TOR,Hits+Runs+RBIs,BAL,2.5,demon
Vladimir Guerrero Jr.,MLB,TOR,RBIs,BAL,0.5,demon
Vladimir Guerrero Jr.,MLB,TOR,Singles,BAL,1.5,demon
Vladimir Guerrero Jr.,MLB,TOR,Total Bases,BAL,0.5,goblin
Vladimir Guerrero Jr.,MLB,TOR,Total Bases,BAL,2.5,demon
Vladimir Guerrero Jr.,MLB,TOR,Walks,BAL,0.5,demon
Will Wagner,MLB,TOR,Doubles,BAL,0.5,demon
Andrés Giménez,MLB,TOR,Singles,BAL,1.5,demon
Will Wagner,MLB,TOR,RBIs,BAL,1.5,demon
Will Wagner,MLB,TOR,Runs,BAL,0.5,demon
Will Wagner,MLB,TOR,Total Bases,BAL,1.5,demon
Will Wagner,MLB,TOR,Total Bases,BAL,2.5,demon
Alan Roden,MLB,TOR,Runs,BAL,0.5,demon
Alan Roden,MLB,TOR,Total Bases,BAL,2.5,demon
Alan Roden,MLB,TOR,Singles,BAL,0.5,demon
Alan Roden,MLB,TOR,Total Bases,BAL,3.5,demon
Alejandro Kirk,MLB,TOR,Doubles,BAL,0.5,demon
Alejandro Kirk,MLB,TOR,Hits+Runs+RBIs,BAL,2.5,demon
Alejandro Kirk,MLB,TOR,RBIs,BAL,1.5,demon
Alejandro Kirk,MLB,TOR,Singles,BAL,1.5,demon
Alejandro Kirk,MLB,TOR,Total Bases,BAL,1.5,demon
Vladimir Guerrero Jr.,MLB,TOR,Runs,BAL,1.5,demon
Alejandro Kirk,MLB,TOR,Walks,BAL,0.5,demon
Andrés Giménez,MLB,TOR,Hits,BAL,0.5,goblin
Andrés Giménez,MLB,TOR,Hits,BAL,1.5,demon
Andrés Giménez,MLB,TOR,Total Bases,BAL,0.5,goblin
Tyler O'Neill,MLB,BAL,RBIs,TOR,1.5,demon
Ryan O'Hearn,MLB,BAL,Total Bases,TOR,2.5,demon
Anthony Santander,MLB,TOR,Hits,BAL,1.5,demon
Ryan O'Hearn,MLB,BAL,Doubles,TOR,0.5,demon
Ryan O'Hearn,MLB,BAL,Hits+Runs+RBIs,TOR,0.5,goblin
Anthony Santander,MLB,TOR,Hits+Runs+RBIs,BAL,2.5,demon
Ryan Mountcastle,MLB,BAL,Total Bases,TOR,3.5,demon
Andrés Giménez,MLB,TOR,Doubles,BAL,0.5,demon
Ernie Clement,MLB,TOR,Singles,BAL,1.5,demon
Ryan O'Hearn,MLB,BAL,Total Bases,TOR,0.5,goblin
Ramón Urías,MLB,BAL,Hits,TOR,1.5,demon
Tyler O'Neill,MLB,BAL,Hits,TOR,1.5,demon
Alejandro Kirk,MLB,TOR,RBIs,BAL,0.5,demon
Jordan Westburg,MLB,BAL,RBIs,TOR,0.5,demon
Cedric Mullins,MLB,BAL,Hits,TOR,1.5,demon
Ernie Clement,MLB,TOR,Runs,BAL,0.5,demon
Ryan Mountcastle,MLB,BAL,Doubles,TOR,0.5,demon
Ryan Mountcastle,MLB,BAL,Total Bases,TOR,1.5,demon
Colton Cowser,MLB,BAL,Doubles,TOR,0.5,demon
Colton Cowser,MLB,BAL,Runs,TOR,1.5,demon
Jackson Holliday,MLB,BAL,Hits,TOR,1.5,demon
Adley Rutschman,MLB,BAL,Hits,TOR,0.5,goblin
Ryan O'Hearn,MLB,BAL,Total Bases,TOR,3.5,demon
Cedric Mullins,MLB,BAL,Total Bases,TOR,2.5,demon
Andrés Giménez,MLB,TOR,Hits+Runs+RBIs,BAL,0.5,goblin
Jordan Westburg,MLB,BAL,Total Bases,TOR,4.5,demon
Alejandro Kirk,MLB,TOR,Total Bases,BAL,3.5,demon
Cedric Mullins,MLB,BAL,Walks,TOR,0.5,demon
Andrés Giménez,MLB,TOR,Total Bases,BAL,2.5,demon
Tyler Fitzgerald,MLB,SF,Stolen Bases,CIN,0.5,demon
Gleyber Torres,MLB,DET,Hitter Fantasy Score,LAD,5.5,standard
Max Scherzer,MLB,TOR,Pitcher Strikeouts,BAL,7.5,demon
Max Scherzer,MLB,TOR,Hits Allowed,BAL,5.5,demon
Max Scherzer,MLB,TOR,Pitcher Strikeouts,BAL,5.0,standard
Max Scherzer,MLB,TOR,Pitcher Fantasy Score,BAL,25.5,standard
Dean Kremer,MLB,BAL,Pitcher Strikeouts,TOR,3.5,standard
Max Scherzer,MLB,TOR,Hits Allowed,BAL,6.5,demon
Max Scherzer,MLB,TOR,Hits Allowed,BAL,4.5,demon
Max Scherzer,MLB,TOR,Earned Runs Allowed,BAL,2.5,demon
Max Scherzer,MLB,TOR,Pitcher Strikeouts,BAL,8.5,demon
Max Scherzer,MLB,TOR,Pitcher Strikeouts,BAL,6.5,demon
Max Scherzer,MLB,TOR,Pitching Outs,BAL,14.5,goblin
Xavier Edwards,MLB,MIA,Stolen Bases,PIT,0.5,demon
Riley Greene,MLB,DET,Hitter Fantasy Score,LAD,5.5,standard
Trevor Larnach,MLB,MIN,Home Runs,STL,0.5,demon
Adolis García,MLB,TEX,Stolen Bases,BOS,0.5,demon
Julio Rodríguez,MLB,SEA,Hitter Fantasy Score,ATH,7.5,standard
Victor Scott II,MLB,STL,Home Runs,MIN,0.5,demon
Jordan Westburg,MLB,BAL,Hits+Runs+RBIs,TOR,1.5,standard
Ceddanne Rafaela,MLB,BOS,Stolen Bases,TEX,0.5,demon
Brent Rooker,MLB,ATH,Hitter Fantasy Score,SEA,6.5,standard
Willi Castro,MLB,MIN,Home Runs,STL,0.5,demon
Alejandro Kirk,MLB,TOR,Hits+Runs+RBIs,BAL,1.5,standard
Connor Wong,MLB,BOS,Stolen Bases,TEX,0.5,demon
Cal Raleigh,MLB,SEA,Hitter Fantasy Score,ATH,6.0,standard
Willson Contreras,MLB,STL,Home Runs,MIN,0.5,demon
Adley Rutschman,MLB,BAL,Hits+Runs+RBIs,TOR,1.5,standard
Jarren Duran,MLB,BOS,Stolen Bases,TEX,0.5,demon
Lawrence Butler,MLB,ATH,Hitter Fantasy Score,SEA,6.0,standard
Anthony Santander,MLB,TOR,Hits+Runs+RBIs,BAL,1.5,standard
Adley Rutschman,MLB,BAL,Home Runs,TOR,0.5,demon
Kristian Campbell,MLB,BOS,Stolen Bases,TEX,0.5,demon
Victor Robles,MLB,SEA,Hitter Fantasy Score,ATH,6.0,standard
Alan Roden,MLB,TOR,Home Runs,BAL,0.5,demon
Colton Cowser,MLB,BAL,Hits+Runs+RBIs,TOR,1.5,standard
Leody Taveras,MLB,TEX,Stolen Bases,BOS,0.5,demon
Alejandro Kirk,MLB,TOR,Home Runs,BAL,0.5,demon
Andrés Giménez,MLB,TOR,Hits+Runs+RBIs,BAL,1.5,standard
Marcus Semien,MLB,TEX,Stolen Bases,BOS,0.5,demon
Anthony Santander,MLB,TOR,Home Runs,BAL,0.5,demon
Ryan O'Hearn,MLB,BAL,Hits+Runs+RBIs,TOR,1.5,standard
Trevor Story,MLB,BOS,Stolen Bases,TEX,0.5,demon
Max Scherzer,MLB,TOR,Pitching Outs,BAL,15.5,demon
Dean Kremer,MLB,BAL,Earned Runs Allowed,TOR,1.5,goblin
Dean Kremer,MLB,BAL,Pitcher Strikeouts,TOR,5.5,demon
Bo Bichette,MLB,TOR,Home Runs,BAL,0.5,demon
Dean Kremer,MLB,BAL,Pitcher Strikeouts,TOR,4.5,demon
Dean Kremer,MLB,BAL,Pitcher Strikeouts,TOR,2.5,goblin
Wyatt Langford,MLB,TEX,Stolen Bases,BOS,0.5,demon
Cedric Mullins,MLB,BAL,Home Runs,TOR,0.5,demon
Brandon Nimmo,MLB,NYM,Stolen Bases,HOU,0.5,demon
Colton Cowser,MLB,BAL,Home Runs,TOR,0.5,demon
Drake Baldwin,MLB,ATL,Stolen Bases,SD,0.5,demon
George Springer,MLB,TOR,Home Runs,BAL,0.5,demon
Fernando Tatis Jr.,MLB,SD,Stolen Bases,ATL,0.5,demon
Jackson Holliday,MLB,BAL,Home Runs,TOR,0.5,demon
Francisco Lindor,MLB,NYM,Stolen Bases,HOU,0.5,demon
Jordan Westburg,MLB,BAL,Home Runs,TOR,0.5,demon
Jackson Merrill,MLB,SD,Stolen Bases,ATL,0.5,demon
Ramón Urías,MLB,BAL,Home Runs,TOR,0.5,demon
Jarred Kelenic,MLB,ATL,Stolen Bases,SD,0.5,demon
Ryan Mountcastle,MLB,BAL,Home Runs,TOR,0.5,demon
Jeremy Peña,MLB,HOU,Stolen Bases,NYM,0.5,demon
Ryan O'Hearn,MLB,BAL,Home Runs,TOR,0.5,demon
Jesse Winker,MLB,NYM,Stolen Bases,HOU,0.5,demon
Tyler O'Neill,MLB,BAL,Home Runs,TOR,0.5,demon
Jose Altuve,MLB,HOU,Stolen Bases,NYM,0.5,demon
Vladimir Guerrero Jr.,MLB,TOR,Home Runs,BAL,0.5,demon
Bryson Stott,MLB,PHI,Total Bases,WSH,0.5,goblin
Alec Bohm,MLB,PHI,Total Bases,WSH,0.5,goblin
Alec Bohm,MLB,PHI,Home Runs,WSH,0.5,demon
Alec Bohm,MLB,PHI,Total Bases,WSH,2.5,demon
Alec Bohm,MLB,PHI,RBIs,WSH,0.5,demon
Alec Bohm,MLB,PHI,Total Bases,WSH,3.5,demon
Alec Bohm,MLB,PHI,RBIs,WSH,1.5,demon
Alec Bohm,MLB,PHI,Runs,WSH,1.5,demon
Brandon Marsh,MLB,PHI,Home Runs,WSH,0.5,demon
Brandon Marsh,MLB,PHI,RBIs,WSH,0.5,demon
Brandon Marsh,MLB,PHI,Hits,WSH,1.5,demon
Alec Bohm,MLB,PHI,Walks,WSH,0.5,demon
Brandon Marsh,MLB,PHI,Hitter Strikeouts,WSH,0.5,goblin
Brandon Marsh,MLB,PHI,Doubles,WSH,0.5,demon
Brandon Marsh,MLB,PHI,RBIs,WSH,1.5,demon
Brandon Marsh,MLB,PHI,Walks,WSH,0.5,demon
Bryce Harper,MLB,PHI,Hits,WSH,0.5,goblin
Bryce Harper,MLB,PHI,Hits,WSH,1.5,demon
Bryce Harper,MLB,PHI,Doubles,WSH,0.5,demon
Brandon Marsh,MLB,PHI,Stolen Bases,WSH,0.5,demon
Bryce Harper,MLB,PHI,Hitter Strikeouts,WSH,0.5,goblin
Brandon Marsh,MLB,PHI,Total Bases,WSH,1.5,demon
Brandon Marsh,MLB,PHI,Total Bases,WSH,3.5,demon
Brandon Marsh,MLB,PHI,Runs,WSH,1.5,demon
Trea Turner,MLB,PHI,Walks,WSH,0.5,demon
Brandon Marsh,MLB,PHI,Total Bases,WSH,2.5,demon
Trea Turner,MLB,PHI,Total Bases,WSH,4.5,demon
Bryce Harper,MLB,PHI,Total Bases,WSH,0.5,goblin
Bryce Harper,MLB,PHI,RBIs,WSH,0.5,demon
Bryce Harper,MLB,PHI,Runs,WSH,1.5,demon
Bryce Harper,MLB,PHI,Home Runs,WSH,0.5,demon
Bryce Harper,MLB,PHI,RBIs,WSH,1.5,demon
Bryce Harper,MLB,PHI,Stolen Bases,WSH,0.5,demon
Bryce Harper,MLB,PHI,Total Bases,WSH,2.5,demon
Bryce Harper,MLB,PHI,Total Bases,WSH,3.5,demon
Trea Turner,MLB,PHI,Total Bases,WSH,3.5,demon
Trea Turner,MLB,PHI,Stolen Bases,WSH,0.5,demon
Trea Turner,MLB,PHI,Total Bases,WSH,2.5,demon
Bryson Stott,MLB,PHI,Hits,WSH,0.5,goblin
Bryson Stott,MLB,PHI,Home Runs,WSH,0.5,demon
Trea Turner,MLB,PHI,Total Bases,WSH,0.5,goblin
Trea Turner,MLB,PHI,Runs,WSH,1.5,demon
Trea Turner,MLB,PHI,RBIs,WSH,1.5,demon
Paul DeJong,MLB,WSH,Total Bases,PHI,3.5,demon
Bryson Stott,MLB,PHI,Hits,WSH,1.5,demon
Jesús Luzardo,MLB,PHI,Hits Allowed,WSH,4.5,standard
Trea Turner,MLB,PHI,Hits,WSH,2.5,demon
Paul DeJong,MLB,WSH,Total Bases,PHI,2.5,demon
Trea Turner,MLB,PHI,Hitter Strikeouts,WSH,0.5,goblin
Paul DeJong,MLB,WSH,Walks,PHI,0.5,demon
Trea Turner,MLB,PHI,RBIs,WSH,0.5,demon
Paul DeJong,MLB,WSH,Total Bases,PHI,1.5,demon
Trea Turner,MLB,PHI,Hits,WSH,1.5,demon
Trea Turner,MLB,PHI,Hits,WSH,0.5,goblin
Trea Turner,MLB,PHI,Doubles,WSH,0.5,demon
Bryson Stott,MLB,PHI,Doubles,WSH,0.5,demon
Bryce Harper,MLB,PHI,Total Bases,WSH,4.5,demon
Trea Turner,MLB,PHI,Home Runs,WSH,0.5,demon
Paul DeJong,MLB,WSH,Doubles,PHI,0.5,demon
Paul DeJong,MLB,WSH,Runs,PHI,0.5,demon
Paul DeJong,MLB,WSH,RBIs,PHI,1.5,demon
Nick Castellanos,MLB,PHI,Total Bases,WSH,3.5,demon
Paul DeJong,MLB,WSH,Hits,PHI,1.5,demon
Nick Castellanos,MLB,PHI,Walks,WSH,0.5,demon
Paul DeJong,MLB,WSH,RBIs,PHI,0.5,demon
Paul DeJong,MLB,WSH,Singles,PHI,0.5,demon
Paul DeJong,MLB,WSH,Home Runs,PHI,0.5,demon
Paul DeJong,MLB,WSH,Hits+Runs+RBIs,PHI,1.5,demon
Nick Castellanos,MLB,PHI,RBIs,WSH,1.5,demon
Nick Castellanos,MLB,PHI,RBIs,WSH,0.5,demon
Nick Castellanos,MLB,PHI,Hitter Strikeouts,WSH,0.5,goblin
Nick Castellanos,MLB,PHI,Total Bases,WSH,0.5,goblin
Nick Castellanos,MLB,PHI,Total Bases,WSH,2.5,demon
Nick Castellanos,MLB,PHI,Home Runs,WSH,0.5,demon
Bryson Stott,MLB,PHI,Walks,WSH,0.5,demon
Bryson Stott,MLB,PHI,Total Bases,WSH,3.5,demon
Nick Castellanos,MLB,PHI,Doubles,WSH,0.5,demon
Bryson Stott,MLB,PHI,Total Bases,WSH,1.5,demon
Nick Castellanos,MLB,PHI,Hits,WSH,1.5,demon
Nick Castellanos,MLB,PHI,Hits,WSH,0.5,goblin
Bryson Stott,MLB,PHI,RBIs,WSH,0.5,demon
Nathaniel Lowe,MLB,WSH,Total Bases,PHI,3.5,demon
Nathaniel Lowe,MLB,WSH,Total Bases,PHI,2.5,demon
Nathaniel Lowe,MLB,WSH,Runs,PHI,0.5,demon
Nathaniel Lowe,MLB,WSH,RBIs,PHI,0.5,demon
Nathaniel Lowe,MLB,WSH,Doubles,PHI,0.5,demon
Luis García,MLB,WSH,Walks,PHI,0.5,demon
Nathaniel Lowe,MLB,WSH,Walks,PHI,0.5,demon
Nathaniel Lowe,MLB,WSH,Hitter Strikeouts,PHI,1.5,demon
Nathaniel Lowe,MLB,WSH,Hits,PHI,1.5,demon
Bryson Stott,MLB,PHI,Stolen Bases,WSH,0.5,demon
Nathaniel Lowe,MLB,WSH,Total Bases,PHI,1.5,demon
Nathaniel Lowe,MLB,WSH,Hits+Runs+RBIs,PHI,0.5,goblin
Luis García,MLB,WSH,Total Bases,PHI,3.5,demon
Bryson Stott,MLB,PHI,Runs,WSH,1.5,demon
Luis García,MLB,WSH,Doubles,PHI,0.5,demon
Luis García,MLB,WSH,Runs,PHI,0.5,demon
Luis García,MLB,WSH,RBIs,PHI,0.5,demon
Bryson Stott,MLB,PHI,RBIs,WSH,1.5,demon
Luis García,MLB,WSH,Stolen Bases,PHI,0.5,demon
Luis García,MLB,WSH,Total Bases,PHI,2.5,demon
Bryson Stott,MLB,PHI,Total Bases,WSH,2.5,demon
Luis García,MLB,WSH,Hits,PHI,1.5,demon
CJ Abrams,MLB,WSH,Hitter Strikeouts,PHI,1.5,demon
CJ Abrams,MLB,WSH,Total Bases,PHI,1.5,demon
Luis García,MLB,WSH,Total Bases,PHI,1.5,demon
Kyle Schwarber,MLB,PHI,RBIs,WSH,1.5,demon
Kyle Schwarber,MLB,PHI,Total Bases,WSH,3.5,demon
Kyle Schwarber,MLB,PHI,Runs,WSH,1.5,demon
Kyle Schwarber,MLB,PHI,Total Bases,WSH,4.5,demon
Kyle Schwarber,MLB,PHI,Hits,WSH,1.5,demon
Kyle Schwarber,MLB,PHI,Hits,WSH,0.5,goblin
Kyle Schwarber,MLB,PHI,Total Bases,WSH,2.5,demon
Kyle Schwarber,MLB,PHI,RBIs,WSH,0.5,demon
Kyle Schwarber,MLB,PHI,Total Bases,WSH,0.5,goblin
Kyle Schwarber,MLB,PHI,Singles,WSH,0.5,demon
Kyle Schwarber,MLB,PHI,Home Runs,WSH,0.5,demon
Keibert Ruiz,MLB,WSH,Total Bases,PHI,3.5,demon
Keibert Ruiz,MLB,WSH,RBIs,PHI,1.5,demon
Kyle Schwarber,MLB,PHI,Doubles,WSH,0.5,demon
Keibert Ruiz,MLB,WSH,Runs,PHI,0.5,demon
Keibert Ruiz,MLB,WSH,Walks,PHI,0.5,demon
Keibert Ruiz,MLB,WSH,Total Bases,PHI,2.5,demon
Keibert Ruiz,MLB,WSH,RBIs,PHI,0.5,demon
Keibert Ruiz,MLB,WSH,Total Bases,PHI,1.5,demon
Keibert Ruiz,MLB,WSH,Total Bases,PHI,0.5,goblin
Keibert Ruiz,MLB,WSH,Doubles,PHI,0.5,demon
Jesús Luzardo,MLB,PHI,Pitcher Strikeouts,WSH,7.5,demon
Jesús Luzardo,MLB,PHI,Pitcher Strikeouts,WSH,6.5,demon
Keibert Ruiz,MLB,WSH,Hitter Strikeouts,PHI,0.5,demon
Keibert Ruiz,MLB,WSH,Hits,PHI,0.5,goblin
Jesús Luzardo,MLB,PHI,Pitcher Strikeouts,WSH,3.5,goblin
Keibert Ruiz,MLB,WSH,Hits,PHI,1.5,demon
James Wood,MLB,WSH,Walks,PHI,0.5,demon
Keibert Ruiz,MLB,WSH,Home Runs,PHI,0.5,demon
James Wood,MLB,WSH,Total Bases,PHI,2.5,demon
James Wood,MLB,WSH,Total Bases,PHI,3.5,demon
James Wood,MLB,WSH,RBIs,PHI,1.5,demon
James Wood,MLB,WSH,Runs,PHI,0.5,demon
James Wood,MLB,WSH,Total Bases,PHI,1.5,demon
James Wood,MLB,WSH,RBIs,PHI,0.5,demon
James Wood,MLB,WSH,Stolen Bases,PHI,0.5,demon
Jake Irvin,MLB,WSH,Earned Runs Allowed,PHI,2.5,standard
James Wood,MLB,WSH,Total Bases,PHI,0.5,goblin
CJ Abrams,MLB,WSH,Stolen Bases,PHI,0.5,demon
James Wood,MLB,WSH,Home Runs,PHI,0.5,demon
Jake Irvin,MLB,WSH,Pitcher Strikeouts,PHI,6.5,demon
James Wood,MLB,WSH,Hits,PHI,1.5,demon
James Wood,MLB,WSH,Hits,PHI,0.5,goblin
Jake Irvin,MLB,WSH,Pitcher Strikeouts,PHI,3.5,goblin
James Wood,MLB,WSH,Doubles,PHI,0.5,demon
Jake Irvin,MLB,WSH,Pitcher Strikeouts,PHI,5.5,demon
James Wood,MLB,WSH,Hitter Strikeouts,PHI,1.5,demon
Jacob Young,MLB,WSH,Total Bases,PHI,3.5,demon
Jacob Young,MLB,WSH,Walks,PHI,0.5,demon
Jacob Young,MLB,WSH,Total Bases,PHI,0.5,goblin
CJ Abrams,MLB,WSH,Hits,PHI,1.5,demon
CJ Abrams,MLB,WSH,Doubles,PHI,0.5,demon
CJ Abrams,MLB,WSH,RBIs,PHI,0.5,demon
CJ Abrams,MLB,WSH,Home Runs,PHI,0.5,demon
Jake Irvin,MLB,WSH,Pitching Outs,PHI,15.5,standard
Jacob Young,MLB,WSH,Total Bases,PHI,1.5,demon
Jacob Young,MLB,WSH,Total Bases,PHI,2.5,demon
Jacob Young,MLB,WSH,Stolen Bases,PHI,0.5,demon
CJ Abrams,MLB,WSH,Runs,PHI,1.5,demon
Jacob Young,MLB,WSH,Doubles,PHI,0.5,demon
Jacob Young,MLB,WSH,RBIs,PHI,0.5,demon
CJ Abrams,MLB,WSH,RBIs,PHI,1.5,demon
Jesús Luzardo,MLB,PHI,Pitcher Fantasy Score,WSH,27.5,standard
J.T. Realmuto,MLB,PHI,Total Bases,WSH,3.5,demon
CJ Abrams,MLB,WSH,Walks,PHI,0.5,demon
Jacob Young,MLB,WSH,Hits,PHI,1.5,demon
Jacob Young,MLB,WSH,Runs,PHI,0.5,demon
J.T. Realmuto,MLB,PHI,Walks,WSH,0.5,demon
J.T. Realmuto,MLB,PHI,Total Bases,WSH,2.5,demon
Dylan Crews,MLB,WSH,Hits,PHI,0.5,goblin
Alec Bohm,MLB,PHI,Hits,WSH,1.5,demon
J.T. Realmuto,MLB,PHI,RBIs,WSH,1.5,demon
J.T. Realmuto,MLB,PHI,RBIs,WSH,0.5,demon
J.T. Realmuto,MLB,PHI,Total Bases,WSH,0.5,goblin
J.T. Realmuto,MLB,PHI,Total Bases,WSH,1.5,demon
J.T. Realmuto,MLB,PHI,Hits,WSH,1.5,demon
J.T. Realmuto,MLB,PHI,Hits,WSH,0.5,goblin
J.T. Realmuto,MLB,PHI,Home Runs,WSH,0.5,demon
J.T. Realmuto,MLB,PHI,Hitter Strikeouts,WSH,1.5,demon
J.T. Realmuto,MLB,PHI,Doubles,WSH,0.5,demon
Dylan Crews,MLB,WSH,Walks,PHI,0.5,demon
Dylan Crews,MLB,WSH,Doubles,PHI,0.5,demon
Alec Bohm,MLB,PHI,Doubles,WSH,0.5,demon
Dylan Crews,MLB,WSH,Home Runs,PHI,0.5,demon
Dylan Crews,MLB,WSH,Runs,PHI,1.5,demon
Dylan Crews,MLB,WSH,Total Bases,PHI,3.5,demon
Dylan Crews,MLB,WSH,Total Bases,PHI,0.5,goblin
Dylan Crews,MLB,WSH,RBIs,PHI,1.5,demon
Dylan Crews,MLB,WSH,RBIs,PHI,0.5,demon
Dylan Crews,MLB,WSH,Total Bases,PHI,2.5,demon
Alec Bohm,MLB,PHI,Hits,WSH,0.5,goblin
Dylan Crews,MLB,WSH,Stolen Bases,PHI,0.5,demon
CJ Abrams,MLB,WSH,Total Bases,PHI,3.5,demon
Dylan Crews,MLB,WSH,Hits,PHI,1.5,demon
CJ Abrams,MLB,WSH,Total Bases,PHI,2.5,demon
Dylan Crews,MLB,WSH,Hitter Strikeouts,PHI,0.5,goblin
Christian Walker,MLB,HOU,Hits+Runs+RBIs,NYM,0.5,goblin
Jose Siri,MLB,NYM,Stolen Bases,HOU,0.5,demon
Will Wagner,MLB,TOR,Home Runs,BAL,0.5,demon
Jake Irvin,MLB,WSH,Pitcher Fantasy Score,PHI,23.5,standard
Jesús Luzardo,MLB,PHI,Pitcher Strikeouts,WSH,5.0,standard
Jesús Luzardo,MLB,PHI,Pitching Outs,WSH,15.5,standard
Michael Harris II,MLB,ATL,Stolen Bases,SD,0.5,demon
Dylan Crews,MLB,WSH,Hits+Runs+RBIs,PHI,1.5,standard
Andrew McCutchen,MLB,PIT,Home Runs,MIA,0.5,demon
Ozzie Albies,MLB,ATL,Stolen Bases,SD,0.5,demon
Bryce Harper,MLB,PHI,Runs,WSH,0.5,standard
Brandon Lowe,MLB,TB,Home Runs,COL,0.5,demon
Xander Bogaerts,MLB,SD,Stolen Bases,ATL,0.5,demon
Josh Bell,MLB,WSH,Hits+Runs+RBIs,PHI,1.5,standard
Brenton Doyle,MLB,COL,Home Runs,TB,0.5,demon
Corbin Carroll,MLB,AZ,Stolen Bases,CHC,0.5,demon
Nick Castellanos,MLB,PHI,Hits+Runs+RBIs,WSH,1.5,standard
Bryan Reynolds,MLB,PIT,Home Runs,MIA,0.5,demon
Dansby Swanson,MLB,CHC,Stolen Bases,AZ,0.5,demon
CJ Abrams,MLB,WSH,Hits+Runs+RBIs,PHI,1.5,standard
Christian Encarnacion-Strand,MLB,CIN,Home Runs,SF,0.5,demon
Jake McCarthy,MLB,AZ,Stolen Bases,CHC,0.5,demon
J.T. Realmuto,MLB,PHI,Hits+Runs+RBIs,WSH,1.5,standard
Christopher Morel,MLB,TB,Home Runs,COL,0.5,demon
Kyle Tucker,MLB,CHC,Stolen Bases,AZ,0.5,demon
Dane Myers,MLB,MIA,Home Runs,PIT,0.5,demon
Matt Shaw,MLB,CHC,Stolen Bases,AZ,0.5,demon
Bryson Stott,MLB,PHI,Hits+Runs+RBIs,WSH,1.5,standard
Danny Jansen,MLB,TB,Home Runs,COL,0.5,demon
Nico Hoerner,MLB,CHC,Stolen Bases,AZ,0.5,demon
Jake Irvin,MLB,WSH,Hits Allowed,PHI,6.5,demon
Jesús Luzardo,MLB,PHI,Hits Allowed,WSH,5.5,demon
Jake Irvin,MLB,WSH,Earned Runs Allowed,PHI,1.5,goblin
Jesús Luzardo,MLB,PHI,Hits Allowed,WSH,3.5,goblin
Jesús Luzardo,MLB,PHI,Earned Runs Allowed,WSH,2.5,demon
Jake Irvin,MLB,WSH,Hits Allowed,PHI,3.5,goblin
Jesús Luzardo,MLB,PHI,Hits Allowed,WSH,6.5,demon
Elly De La Cruz,MLB,CIN,Home Runs,SF,0.5,demon
Pete Crow-Armstrong,MLB,CHC,Stolen Bases,AZ,0.5,demon
Trea Turner,MLB,PHI,Runs,WSH,0.5,standard
Endy Rodríguez,MLB,PIT,Home Runs,MIA,0.5,demon
Seiya Suzuki,MLB,CHC,Stolen Bases,AZ,0.5,demon
Ezequiel Tovar,MLB,COL,Home Runs,TB,0.5,demon
Javier Báez,MLB,DET,Stolen Bases,LAD,0.5,demon
Heliot Ramos,MLB,SF,Home Runs,CIN,0.5,demon
Mookie Betts,MLB,LAD,Stolen Bases,DET,0.5,demon
Hunter Goodman,MLB,COL,Home Runs,TB,0.5,demon
